 등록번호,상호,업종,주소,메뉴,영업시간,주차정보,제안수,댓글수
495,전주식당,한식,강원도 양구군 양구읍 비봉로 91-23,두부전골,,,,
496,일촌 ,한식,강원도 양구군 양구읍 양록길23번길 6-5,"매운등갈비찜, 도토리임자탕",,,,
497,옥천식당,한식,강원도 양구군 양구읍 중앙길 68,내장국밥,,,,
498,양구재래식손두부,한식,강원도 양구군 양구읍 학안로 6,두부전골,,,,
499,솔거리추어탕,한식,강원도 양양군 강현면 안골로 296-15,추어탕 ,,,,
500,범골토종닭,한식,강원도 양양군 서면 설악로 2073-33,백숙,,,,
501,옛뜰,한식,강원도 양양군 손양면 동명로 289,"두부구이, 섭국",,,,
502,송이골,한식,강원도 양양군 손양면 동명로 4,송이불고기,,,,
503,상운메밀촌,한식,강원도 양양군 손양면 상운길 44-33,메밀장칼국수,,,,
504,수산항물회,한식,강원도 양양군 손양면 선사유적로 185,째복조개,,,,
505,담치마을 ,한식,강원도 양양군 양양읍 남문로 17,섭국 ,,,,
506,뜰,한식,강원도 양양군 양양읍 동해대로 2980,"보신탕, 영양탕",,,,
507,산들바람,한식,강원도 영월군 남면 별방창원로 1423,곤드레정식,,,,
508,원짬뽕,중식,강원도 영월군 영월읍 하송로 93,짬뽕,,,,
509,서부순대,한식,강원도 영월군 영월읍 서부시장길 15-13,순대국,,,,
510,다슬기향촌성호식당,한식,강원도 영월군 영월읍 영월로 2101,다슬기순두부,,,,
511,장릉보리밥집,한식,강원도 영월군 영월읍 단종로 178-10,보리밥 ,,,,
512,단골식당,한식,강원도 영월군 영월읍 중리1길 107,콩국수,,,,
513,박가네,한식,강원도 영월군 영월읍 중앙로 149,닭백숙,,,,
514,물레방아쉼터,한식,강원도 영월군 영월읍 중앙로 803,메기매운탕,,,,
515,솔잎가든 ,한식,강원도 영월군 영월읍 청령포로 48-5,곤드레돌솥밥 ,,,,
516,제천식당,한식,강원도 영월군 주천면 도천길 3,꼴뚜국수,,,,
517,주천묵집,한식,강원도 영월군 주천면 송학주천로 1282-11,묵밥,,,,
518,무실왕솥뚜껑삼겹살,한식,강원도 원주시 섬밭들1길 34-10,삼겹살,,,,
519,치악산참숯가마,한식,강원도 원주시 소초면 하황골길 45-19,삼겹살,,,,
520,동해동태찜,한식,강원도 원주시 원문로 108,동태찜 ,,,,
521,12안젤로,카페,강원도 원주시 천사로 12,"커피, 빙수, 디저트",,,,
522,누나네밥집,한식,강원도 원주시 천사로 199,"갈치조림, 콩나물삼겹살 ",,,,
523,박순례손말이고기산정집,한식,강원도 원주시 원일로 148-3,고기말이,,,,
524,원주복추어탕,한식,강원도 원주시 치악로 1748,추어탕,,,,
525,제물포해물칼국수,한식,강원도 원주시 황소마을길 20-6,해물칼국수,,,30,1
526,방동막국수 ,한식,강원도 인제군 기린면 조침령로 496,막국수 ,,,,
527,대흥식당,한식,강원도 인제군 남면 빙어마을길 28,메기찜,,,,
528,산장가든,한식,강원도 인제군 북면 갈골로2길 21-1,오골계,,,,
529,송희식당,한식,강원도 인제군 북면 원통로 298,황태정식,,,,
530,미산민박식당,한식,강원도 인제군 상남면 내린천로 2076,두부전골,,,,
531,대복순두부,한식,강원도 인제군 인제읍 비봉로 32-3,두부전골,,,,
532,신돈까스,퓨전,강원도 인제군 인제읍 비봉로6번길 4,"돈가스, 짬뽕밥",,,,1
533,옛날원대막국수,한식,강원도 인제군 인제읍 자작나무숲길 1113,막국수,,,,
534,밥상머리,한식,강원도 정선군 고한읍 함백산로 1103,"오리백숙, 오리볶음탕",,,,
535,함백산돌솥밥,한식,강원도 정선군 고한읍 함백산로 1675,곤드레돌솥정식,,,,
536,거목한방순대국,한식,강원도 정선군 남면 도원2길 10,순대국,,,,
537,사계절막국수,한식,강원도 정선군 여량면 아우라지길 18,"장칼국수, 막국수",,,,
538,옥산장,한식,강원도 정선군 여량면 여량3길 79,곤드레밥정식,,,,
539,통나무가든,한식,강원도 정선군 정선읍 가리왕산로 621,"백숙, 닭도리탕",,,,
540,동광식당 ,한식,강원도 정선군 정선읍 녹송1길 27,황기족발,,,,
541,정선면옥,한식,강원도 정선군 정선읍 봉양5길 35,장칼국수,,,,
542,짐포리식당,한식,강원도 정선군 정선읍 세대길 234,민물매운탕,,,,
543,싸리골식당,한식,강원도 정선군 정선읍 정선로 1312,곤드레나물밥,,,,
544,내대리막국수 ,한식,강원도 철원군 갈말읍 내대1길 29-10,막국수,,,,
545,남대천황가네매운탕,한식,강원도 철원군 갈말읍 군탄로 41,매운탕 ,,,,
546,철원막국수,한식,강원도 철원군 갈말읍 명성로158번길 13,막국수,,,,
547,정원본가,한식,강원도 철원군 갈말읍 삼부연로18번길 27,돼지갈비,,,,
548,동주산성,한식,강원도 철원군 갈말읍 호국로 4507,갈비탕,,,,
549,민통선 한우촌,한식,강원도 철원군 갈말읍 호국로 4987,갈비탕,,,,
550,전선휴게소,한식,강원도 철원군 김화읍 금강산로 2012,메기매운탕,,,,
551,모가,한식,강원도 철원군 김화읍 청양로 206-1,한식,,,,
552,솔향기,한식,강원도 철원군 동송읍 금학로 31-10,만두전골,,,,
553,함지박오리숯불구이,한식,강원도 철원군 동송읍 금학로229번길 6-8,오리구이,,,,
554,농부네,퓨전,강원도 철원군 동송읍 오덕로 235-1,샤브샤브,,,,
555,평강 토종닭,한식,강원도 철원군 철원읍 대마1길 34-60,닭백숙,,,,1
556,도원뚝배기짬뽕,중식,강원도 춘천시 동내면 거두택지길 65-9,짬뽕,,,,
557,장가네더덕밥,한식,강원도 춘천시 동면 소양강로 202,한정식,,,,
558,얼사랑홍삼청국장,한식,강원도 춘천시 동면 구룡당길 45,홍삼청국장,,,,
559,콩사랑마을,한식,강원도 춘천시 동내면 거두택지길 65-7,두부전골,,,,
560,보릿고개,한식,강원도 춘천시 동면 서부대성로 483,보리밥정식,,,,
561,대룡산막국수,한식,강원도 춘천시 동내면 동내로 181,막국수,,,,
562,금대골,한식,강원도 춘천시 동면 금촌로 250-1,두루치기,,,,
563,진미닭갈비,한식,강원도 춘천시 백령로 51,닭갈비,,,,
564,유포리막국수,한식,강원도 춘천시 신북읍 맥국2길 123,"막국수, 편육 ",,,,
565,토담,한식,강원도 춘천시 신북읍 신샘밭로 662,닭갈비,,,,
566,가보자순대국,한식,강원도 춘천시 신북읍 율문2길 11,순대국밥,,,,
567,초가뭉텅찌개,한식,강원도 춘천시 신북읍 율문길107-1,뭉텅찌개,,,,
568,홍골솔밭집,한식,강원도 춘천시 신숭겸로 272-93,두부찌개,,,,
569,위도횟집,한식,강원도 춘천시 옥산포길 39-1,메기매운탕,,,,
570,1.5닭갈비 ,한식,강원도 춘천시 후만로 77,닭갈비 ,,,,
571,우성닭갈비,한식,강원도 춘천시 동면 만천양지길 87,닭갈비 ,,,,
572,부안막국수,한식,강원도 춘천시 후석로344번길 8,막국수,,,,
573,대풍삼계탕,한식,강원도 태백시 먹거리1길 21,삼계탕,,,,
574,황가네숯불구이,한식,강원도 태백시 번영로 209,백반,,,,
575,고향이야기,한식,강원도 평창군 대관령면 눈마을길 9,곤드레밥,,,,
576,영진이네,한식,강원도 평창군 대화면 대화중앙1길 6,염소탕,,,,
577,영춘가든,한식,강원도 평창군 미탄면 서동로 3591-10,옻백숙,,,,
578,거기매운탕 ,한식,강원도 평창군 방림면 평창대로 158-4,매운탕 ,,,,
579,다키닥팜,한식,강원도 평창군 봉평면 금당계곡로 1731-5,오리구이,,,,
580,늘봄먹거리,한식,강원도 평창군 봉평면 장촌길 3,메밀싹비빔밥,,,,
581,운두령,한식,강원도 평창군 용평면 운두령로 825,송어회,,,,
582,고바우식당,한식,강원도 평창군 진부면 청송로 90-1,밀면,,,,
583,스쿨카페한입,한식,강원도 평창군 평창읍 노람들길 123-1,한강라면,,,,
584,메밀마을,한식,강원도 홍천군 동면 사락골길 24-2,메밀총떡,,,,
585,꽃골,한식,강원도 홍천군 동면 속초리 268-3,녹두삼계탕,,,,
586,원골,한식,강원도 홍천군 북방면 영서로 2996,곤드레밥,,,,
587,솔향기,한식,강원도 홍천군 북방면 영서로 3012,"뽕잎밥, 간장게장",,,,
588,원소리막국수,한식,강원도 홍천군 북방면 팔봉산로 1866,"막국수, 두부전골",,,,
589,홍천사랑말한우,한식,강원도 홍천군 북방면 홍천로 13-5,한우구이 ,,,,
590,금수강산막국수,한식,강원도 홍천군 서면 한치골길 785,막국수,,,,
591,홍천순대,한식,강원도 홍천군 서석면 풍암리 271-12,"순대국, 염소탕",,,,
592,옛날솥뚜껑감자탕,한식,강원도 홍천군 홍천읍 무궁화로 91-1,뼈다귀해장국,,,,
593,웰빙칼국수,한식,강원도 홍천군 홍천읍 신장대로 45-6,추어칼국수,,,,
594,양지말화로구이 ,한식,강원도 홍천군 홍천읍 양지말길 17-4,"돼지구이, 양념갈비",,,,
595,길매식당,한식,강원도 홍천군 화촌면 구룡령로 214-3,잣두부전골,,,,
596,신토불이,한식,강원도 홍천군 화촌면 굴운로75번길 20-5,고등어두부구이,,,,
597,성산식당,한식,강원도 홍천군 화촌면 성산로 156,제육볶음,,,,
598,개미집,한식,강원도 화천군 사내면 수피평로 32-1,생선조림,,,,
599,뽀야네식당,한식,강원도 화천군 상서면 구둔지길 59,보리밥,,,,
600,웰빙오골계세상,한식,강원도 화천군 화천읍 가손이길 43,"오골계, 닭백숙",,,,
601,향토보리밥,한식,강원도 화천군 화천읍 중앙로6길 20,"닭볶음탕, 보리밥 ",,,,
602,옛골식당,한식,강원도 화천군 화천읍 중앙로4길 13-3,외도리탕,,,,
603,낭천가든,한식,강원도 화천군 화천읍 중앙로6길 21-9,오리백숙,,,,
604,대이리쉼터,한식,강원도 화천군 화천읍 평화로 431,메기매운탕,,,,
605,성원,한식,강원도 화천군 화천읍 하리 45-6,돼지고기김치찌개,,,,
606,대청마루,한식,강원도 화천군 화천읍 하리 47-12,곤드레돌솥밥,,,,
607,쌍둥이네미꾸라지탕,한식,강원도 횡성군 공근면 공근남로 37,미꾸라지탕,,,,
608,순이해장국,한식,강원도 횡성군 안흥면 안흥로 40,추어칼국수,,,,
609,전양옥 진소매운탕,한식,강원도 횡성군 안흥면 주천강로안흥2길 19-10,진소어탕칼국수,,,,
610,횡성한우마을,한식,강원도 횡성군 우천면 수남로 348,한우구이,,,,
611,네덜란드 꿩만두,한식,강원도 횡성군 우천면 한우로우항7길 12,만두국,,,,
612,횡성보양식청하카페,한식,강원도 횡성군 횡성읍 문예로 11,능이백숙,,,,
613,횡성한우곰탕,한식,강원도 횡성군 횡성읍 문화체육로 40,"한우곰탕, 설렁탕 ",,,,
614,운동장해장국,한식,강원도 횡성군 횡성읍 삼일로 79,한우해장국 ,,,,
615,이모네칼국수,한식,강원도 횡성군 횡성읍 읍하북로 40,장칼국수,,,,
616,선돌막국수,한식,강원도 횡성군 횡성읍 입석로 34,"칼국수, 만두국",,,,
617,고네미막국수,한식,강원도 횡성군 횡성읍 한우로 765-2,건진국수,,,,
618,박현자네더덕밥,한식,강원도 횡성군 횡성읍 횡성로 59,더덕정식,,,,
619,팔도강산매운탕,한식,충청북도 괴산군 괴산읍 괴강로느티울길 32,민물매운탕,,,,
620,우리매운탕,한식,충청북도 괴산군 괴산읍 괴강로느티울길 8-2,"잡어매운탕, 메기매운탕",,,,
621,주차장식당,한식,충청북도 괴산군 괴산읍 읍내로 282,올갱이해장국,,,,
622,중앙닭집,한식,충청북도 괴산군 괴산읍 읍내로 319,삼계탕,,,,
623,청풍면옥,한식,충청북도 괴산군 괴산읍 읍내로2길 42,"냉면, 만두",,,,
624,산들가든,한식,충청북도 괴산군 문광면 모래재로 1241,야채수제비,,,,
625,목도매운탕,한식,충청북도 괴산군 불정면 문무로 901,매운탕,,,,
626,한도니랑정육식당,한식,충청북도 괴산군 사리면 사리로 226-5,짜글이,,,,
627,토속정,한식,충청북도 괴산군 청천면 괴산로 1332,올갱이해장국,,,,
628,사나이짬뽕,중식,충청북도 괴산군 청천면 송문로덕평길 26,짬뽕,,,,
629,형제식당,한식,충청북도 괴산군 칠성면 미선로 3,묵밥,,,,
630,향산휴게소식당,한식,충청북도 단양군 가곡면 남한강로 1004,닭도리탕,,,,
631,소백산더덕동동주매운칼국수,한식,충청북도 단양군 단양읍 고수동굴길 3-11,칼국수,,,,
632,대산원조마늘순대,한식,충청북도 단양군 단양읍 도전5길 25 1층,순대국밥,,,,
633,경주식당,한식,충청북도 단양군 단양읍 도전6길 14,복매운탕,,,,
634,미성명가,한식,충청북도 단양군 단양읍 별곡4길 4,닭갈비,,,,
635,장다리식당,한식,충청북도 단양군 단양읍 삼봉로 370,마늘정식,,,,
636,전원회관,한식,충청북도 단양군 단양읍 중앙1로 42,떡갈비,,,,
637,한일맛집,한식,충청북도 단양군 매포읍 평동14길 30,단양마늘찜닭,,,,
638,향미식당,한식,충청북도 단양군 매포읍 평동4길 5,찹쌀탕수육,,,,
639,감천매운탕,한식,충청북도 단양군 영춘면 강변로 95,매운탕,,,,
640,능이칼국수,한식,충청북도 보은군 보은읍 성족2길 41,칼국수,,,,
641,신촌가든,한식,충청북도 보은군 보은읍 장신4길 9-1,버섯찌개,,,,
642,석정,한식,충청북도 보은군 속리산면 법주사로 272,"능이전골, 능이해장국",,,,
643,금바우가든,한식,충청북도 보은군 속리산면 사내1길 175-4,송이백숙,,,,
644,경희식당,한식,충청북도 보은군 속리산면 사내7길 11-4,한정식,,,,
645,로터스블로썸,퓨전,충청북도 보은군 속리산면 상판리 9-1,대추라떼,,,,
646,금강식당,한식,충청북도 보은군 탄부면 하장3길 4,백반,,,,
647,청학동,한식,충청북도 영동군 상촌면 민주지산로 3013,능이버섯전골,,,,
648,폭포가든,한식,충청북도 영동군 심천면 옥계폭포길 144,"우렁쌈장, 우렁된장찌개",,,,
649,가선식당,한식,충청북도 영동군 양산면 금강로 760,어죽,,,,
650,삼미가든,한식,충청북도 영동군 영동읍 구교로 32-28,오리백숙,,,,
651,이수한우영농조합법인,한식,충청북도 영동군 영동읍 난계로 1108,갈비탕,,,,
652,왕도야지족발,한식,충청북도 영동군 영동읍 영동천2길 17,족발,,,,
653,신라,한식,충청북도 영동군 영동읍 회동로1길 8,쌈밥정식,,,,
654,한가네행복한오리,한식,충청북도 영동군 용산면 용산로1길 24,오리주물럭,,,,
655,안성식당,한식,충청북도 영동군 황간면 영동황간로 1618,올뱅이국밥,,,,
656,황간낙지,한식,충청북도 영동군 황간면 영동황간로 1688,낙지볶음,,,,
657,강산가든,한식,충청북도 영동군 황간면 월류봉길 45,민물매운탕,,,,
658,소정마을,한식,충청북도 옥천군 옥천읍 성왕로 1313-1,황태구이,,,,
659,우리밀손칼국수,한식,충청북도 옥천군 군북면 소정2길 6-1,"우리밀칼국수,보리밥",,,,
660,일미해장국,한식,충청북도 옥천군 옥천읍 금장로 105,"해장국,해제비",,,,
661,옥천초량순대,한식,충청북도 옥천군 옥천읍 금장로 22,"순대국, 수육",,,,
662,대박집,한식,충청북도 옥천군 옥천읍 성왕로 1250,생선국밥,,,,
663,수반쭈꾸미,한식,충청북도 옥천군 옥천읍 향수1길 19-23,쭈꾸미정식,,,,
664,옥천묵집,한식,충청북도 옥천군 옥천읍 향수7길 8,묵밥,,,,
665,선광집,한식,충청북도 옥천군 청산면 지전1길 26,"생선국수, 생선튀김",,,,
666,찐한식당,한식,충청북도 옥천군 청산면 지전길 14,생선국수,,,,
667,정통의정부부대찌개,한식,충청북도 음성군 금왕읍 금일로 391,부대찌개,,,,
668,고향순대,한식,충청북도 음성군 금왕읍 음성로 1197,순대국,,,,
669,오선식당,한식,충청북도 음성군 금왕읍 초금로 740,"제육볶음, 백반",,,,
670,원조생극해장국본점,한식,충청북도 음성군 생극면 음성로 1683-1,내장탕,,,,
671,미감손칼국수,한식,충청북도 음성군 음성읍 문화길 15-1,칼국수,,,,
672,우레정,한식,충청북도 음성군 음성읍 시장로 118,두루치기,,,,
673,진명식당,한식,충청북도 음성군 음성읍 용광로 24,김치찌개,,,,
674,대림식당,한식,충청북도 음성군 읍성읍 용광로 28,순두부,,,,
675,하마가든,한식,충청북도 제천시 금성면 신담길 214-9,닭볶음탕,,,,
676,장수식당,한식,충청북도 제천시 덕산면 약초로 115,능이버섯짜글이,,,,
677,산아래,한식,충청북도 제천시 봉양읍 앞산로 174,약초쌈밥,,,,
678,미당한방막국수,한식,충청북도 제천시 봉양읍 용두대로34길 26,막국수,,,,
679,시인과농부,한식,충청북도 제천시 봉양읍 용두대로 760,곤드레밥,,,,
680,대보명가,한식,충청북도 제천시 용두대로 287,"제천약초밥상, 약초떡갈비",,,,
681,옛날순두부,한식,충청북도 제천시 중말2길 21,"두부전골, 순두부",,,,
682,시골순두부,한식,충청북도 제천시 중말8길 22,"순두부, 산초·들기름두부구이",,,,
683,미소닭갈비,한식,충청북도 제천시 청전대로15길 10,닭갈비,,,,1
684,청풍명월,한식,충청북도 제천시 청풍면 청풍호로58길 10-4,우렁쌈밥,,,,
685,우리식당,한식,충청북도 제천시 한수면 미륵송계로8길 12,자연산버섯전골,,,,
686,태화식당,한식,충청북도 증평군 증평읍 삼보로7길 33,염소탕,,,,
687,평창메밀,한식,충청북도 증평군 증평읍 삼일로 9,"막국수, 묵밥",,,,
688,보금,한식,충청북도 진천군 광혜원면 화랑5길 25,삼겹살,,,,
689,곰가내,한식,충청북도 진천군 백곡면 백곡로 835-8,쌀밥정식,,,,
690,새울목오리탕,한식,충청북도 진천군 이월면 화산동길 16,오리탕,,,,
691,근호 손칼국수,한식,충청북도 진천군 진천읍 문화로 38-1,칼국수,,,,
692,진해횟집,한식,충청북도 진천군 진천읍 백사천길 41,물회,,,,
693,청해식당,한식,충청북도 진천군 진천읍 원덕로 390,손칼국수,,,,
694,남노,한식,충청북도 진천군 진천읍 중앙동로 136,"찌개, 전골",,,,
695,사또가든,한식,충청북도 진천군 초평면 금오길 55,"붕어찜, 새뱅이찌개",,,,
696,송애집,한식,충청북도 진천군 초평면 초평로 1051-5,붕어찜,,,,
697,쌍곡자연산버섯,한식,충청북도 청원군 오창읍 구룡택지로 17,"버섯전골, 오리백숙",,,,
698,한식경,한식,충청북도 청주시 과상미로83번길 16,버섯찌개,,,,
699,서문우동,한식,충청북도 청주시 상당구 무심동로392번길 8,"우동,빵",,,,
700,경주집버섯찌개,한식,충청북도 청주시 상당구 남사로93번길 21,버섯찌개,,,,
701,쭈꾸미애,한식,충청북도 청주시 상당구 낭성면 산성로 1037,쭈꾸미덮밥,,,,
702,산동성,중식,충청북도 청주시 상당구 단재로 2364,유니짜장,,,,
703,옛길어죽,한식,충청북도 청주시 상당구 명암로 511,어죽국수,,,,
704,부부농장,한식,충청북도 청주시 상당구 문의면 대청호반로 834-1,고추장삼겹살,,,,
705,고향식당,한식,충청북도 청주시 상당구 미원면 미원시내2길 8,"올갱이해장국, 올갱이무침",,,,
706,상당집,한식,충청북도 청주시 상당구 성내로118번길 1,비지장,,,,
707,천하대장군,한식,충청북도 청주시 상당구 직지대로 817,"한방오리찜, 묵은지오리탕",,,,
708,두레,한식,충청북도 청주시 서원구 남이면 남이외천길 21,"가마구이, 생선구이",,,,
709,초가정,한식,충청북도 청주시 서원구 남이면 청남로 1403-31,청국장,,,,
710,산야초하수오삼계탕,한식,충청북도 청주시 서원구 두꺼비로70번길 85,"삼계탕, 백숙",,,,
711,개신동해장국,한식,충청북도 청주시 서원구 모충로 16,해장국,,,,
712,신흥각,한식,충청북도 청주시 서원구 사직대로201번길 9-15,꿩칼국수,,,,
713,풍차쭈꾸미,한식,충청북도 청주시 서원구 용평로113번길 23,쭈꾸미볶음,,,,
714,용궁해물칼국수,한식,충청북도 청주시 청원구 내수읍 청암로 119,해물칼국수,,,,
715,청일가든,한식,충청북도 청주시 청원구 내수읍 미원초정로 1302,오리백숙,,,,
716,타이어하우스,한식,충청북도 청주시 청원구 북이면 신대석성로 116,어죽국수,,,,
717,대추나무집,한식,충청북도 청주시 청원구 사천로18번길 5,짜글이 찌개,,,,
718,봉용불고기,한식,충청북도 청주시 청원구 중앙로 108,양념삽겹살,,,,
719,반암막국수,한식,충청북도 청주시 청원구 오창읍 성산2길 20,막국수와 닭볶음탕,,,,
720,덤블식당,한식,충청북도 청주시 청원구 향군로31번길 32,"된장찌개, 김치찌개",,,,
721,본궁석갈비,한식,충청북도 청주시 흥덕구 가포산로 197,석갈비,,,,
722,대명도리탕,한식,충청북도 청주시 흥덕구 백봉로 188-1,닭도리탕,,,,
723,우향,한식,충청북도 청주시 흥덕구 예체로 171,"불고기, 갈비탕",,,,
724,산정칡냉면,한식,충청북도 청주시 흥덕구 풍산로33번길 11,냉면,,,,
725,중앙탑메밀마당,한식,충청북도 충주시 중앙탑면 중앙탑길 103,메밀막국수,,,,
726,버드나무집,한식,충청북도 충주시 금가면 경촌1길 2,황태구이정식,,,,
727,육미천하,한식,충청북도 충주시 노은면 연화2길 10,"더덕구이, 사슴탕",,,,
728,다래식당,한식,충청북도 충주시 산척면 동산로 676,손두부 코다리찜,,,,
729,황금횟집,한식,충청북도 충주시 샘골길 13,비빔회덮밥,,,,
730,양순이네,한식,충청북도 충주시 앙성면 가곡로 953-11,가오리찜,,,,
731,실비집,한식,충청북도 충주시 엄정면 새동네1길 7-24,참매자조림,,,,
732,숲사랑,한식,충청북도 충주시 응골4길 27-18,해물닭볶음탕,,,,
733,덕산순대,한식,충청북도 충주시 충인8길 4-2,"국밥, 순대, 김치만두",,,,
734,홍콩삼겹살,한식,대전광역시 대덕구 계족산로81번길 11,삼겹살,,,,
735,초가랑,한식,대전광역시 대덕구 대청호수로1326번길 70-29,장아찌밥상,,,,
736,샘골농장,한식,대전광역시 동구 대청호수로428번길 99,"장어, 붕어찜, 매운탕",,,,
737,진수성찬,한식,대전광역시 동구 백룡로 29,백반,,,,
738,장충동할머니왕족발보쌈,한식,대전광역시 동구 백룡로75-43,"족발,막국수",,,,
739,두부요리콩밭,한식,대전광역시 동구 세천공원로 51,손두부요리 및 흑염소,,,,
740,오씨칼국수,한식,대전광역시 동구 옛신탄진로 13,"물총, 칼국수",,,,
741,원미면옥,한식,대전광역시 동구 옥천로 421,"냉면, 비빔냉면",,,,
742,소담애,한식,대전광역시 서구 계룡로509번길 45,"족발, 보쌈",,,,
743,미세노센세,퓨전,대전광역시 서구 계룡로553번안길 65,카레,,,,
744,갯벌바지락칼국수,한식,대전광역시 서구 괴정로 71-1,바지락칼국수,,,,
745,소나무풍경,한식,대전광역시 서구 괴정로116번길 42,곰탕,,,,
746,동방명주,한식,대전광역시 서구 문예로 15,"사천탕면, 짬뽕",,,,
747,문정로설렁탕,한식,대전광역시 서구 문정로 40번길 64,"설렁탕, 갈비탕",,,,
748,공주칼국수,한식,대전광역시 서구 용문로 32,"칼국수, 주꾸미구이",,,,
749,금평식당,한식,대전광역시 서구 장안로 53,"추어탕, 미꾸라지튀김",,,,
750,일당감자탕,한식,대전광역시 유성구 계룡로59번길 36,감자탕,,,,
751,궁중보쌈,한식,대전광역시 유성구 계룡로46번길 26,"족발, 보쌈",,,,
752,솔밭묵집,한식,대전광역시 유성구 관용로 51,"묵사발, 보리밥",,,,
753,산골묵집,한식,대전광역시 유성구 관용로63번길 47,"묵무침, 묵사발",,,,
754,남자만추어탕,한식,대전광역시 유성구 구룡달전로 62,추어탕,,,,
755,동해원,한식,대전광역시 유성구 궁동로번길 14,돼지고기짬뽕,,,,
756,토종칼국수,한식,대전광역시 유성구 노은서로 61,"칼국수, 족발",,,,
757,권인순갈비김치찌개,한식,대전광역시 유성구 노은서로76번길 75-5,갈비김치찌개,,,,
758,황태고을,한식,대전광역시 유성구 문화원로 153,황태진국,,,,
759,방동선촌,한식,대전광역시 유성구 성북로 64,"매운탕, 붕어찜, 선촌탕",,,,
760,신선매운탕,한식,대전광역시 유성구 성북로 74,"메기탕, 새우탕",,,,
761,수통골감나무집,한식,대전광역시 유성구 수통골로 69,오리수육,,,,
762,쌈촌오리,한식,대전광역시 유성구 지족로349번길 72,"쌈밥, 오리로스",,,,
763,신대산식당,한식,대전광역시 유성구 진잠로106번길 66,"영양탕, 삼계탕",,,,
764,한마음냉면,한식,대전광역시 유성구 진잠로70번길 41,"김치비빔면, 평양냉면",,,,
765,고향흑염소,한식,대전광역시 유성구 한밭대로 266-11,흑염소 전골,,,,
766,숯골원냉면,한식,대전광역시 유성구 현충원로 173,"냉면, 백숙",,,,
767,알밤가든,한식,대전광역시 유성구 현충원로 401-9,약오리,,,,
768,이조,한식,대전광역시 중구 당디로 12,"영양돌솥밥, 백반",,,,
769,월산본가,한식,대전광역시 중구 대종로 455,"냉면, 갈비탕",,,,
770,성심당,퓨전,대전광역시 중구 대종로480번길 15,"튀김소보로, 부추빵",,,,
771,별뜨는집,한식,대전광역시 중구 보문로162번길 66,"고등어, 갈치조림",,,,
772,반찬식당,한식,대전광역시 중구 보문산공원로 484,"보리밥, 파전",,,,
773,선화콩나물밥,한식,대전광역시 중구 선화로119번길 33,"콩나물밥, 육회",,,,
774,우리숯불꼼장어닭발,한식,대전광역시 중구 수침로 94,"숯불풍천장어, 닭발",,,,
775,원조태평소국밥,한식,대전과역시 중구 태평로 116,"소국밥, 육사시미",,,,
776,죽림,한식,세종특별자치시 금남면 바람재로 151-7,한우암소숯불구이,,,,
777,초정약수식당,한식,세종특별자치시 금남면 초정길 37,백숙,,,,
778,연비정가든,한식,세종특별자치시 금남면 초정길 69,닭볶음탕,,,,
779,산장가든,한식,세종특별자치시 연서면 도신고복로 1131-7,석갈비,,,,
780,도가네매운탕,한식,세종특별자치시 연서면 도신고복로 585,메기매운탕,,,,
781,봉서골,한식,세종특별자치시 연서면 봉암길 119-9,염소전골,,,,
782,강촌매운탕,한식,세종특별자치시 장군면 영평사길 3-30,매운탕,,,,
783,도랫말옛보리밥,한식,세종특별자치시 전의면 동신길 2,보리밥정식,,,,
784,고향맛집,한식,충청남도 계룡시 엄사면 배울길 97,동태찌게,,,,
785,진흥각,중식,충청남도 공주시 감영길 20,짬뽕,,,,
786,금강관,한식,충청남도 공주시 관광단지길 12,보리굴비,,,,
787,시골손칼국수,한식,충청남도 공주시 먹자1길 19,칼국수,,,,
788,시장정육점식당,한식,충청남도 공주시 백미고을길 10-5,"알밤육회비빔밥, 갈비탕",,,,
789,퓨전일식해상공원,한식,충청남도 공주시 백미고을길 17-14,회정식,,,,
790,매향,한식,충청남도 공주시 백미고을길 18,"맷돌평양냉면, 메밀막국수",,,,
791,곰골식당,한식,충청남도 공주시 봉황산1길 1-2,생선구이,,,,
792,인삼장어백탄구이,한식,충청남도 금산군 금산읍 군청3길 7,인삼장어,,,,
793,박가네집,한식,충청남도 금산군 금산읍 남사직6길 33,소고기,,,,
794,귀빈식당,한식,충청남도 금산군 금산읍 뒷담말길 36,청국장정식,,,,
795,토담골,한식,충청남도 금산군 금산읍 비단로 396,굴비정식,,,,
796,묵집도토리칼국수,한식,충청남도 금산군 복수면 복수로 93,묵밥,,,,
797,금산관광농원,한식,충청남도 금산군 제원면 금강로 286-8,어죽,,,,
798,골목추어탕,한식,충청남도 금산군 추부면 상마전길 9-3,추어탕,,,,
799,평매매운탕,한식,충청남도 논산시 가야곡면 산노1길 89-21,민물매운탕,,,,
800,황산식당,한식,충청남도 논산시 강경읍 옥녀봉로35번길 7,복매운탕,,,,
801,태평식당,한식,충청남도 논산시 강경읍 옥녀봉로35번길 9,복매운탕,,,,
802,천평순대,한식,충청남도 논산시 관촉로 113-7,순대국밥,,,,
803,샘골가든,한식,충청남도 논산시 광석면 논산평야로 856-6,삼계탕,,,,
804,광석집,한식,충청남도 논산시 광석면 장마루로 183-6,보신탕,,,,
805,천안문,중식,충청남도 논산시 관촉로31번길 36-1,짬뽕,,,,
806,안천매운탕,한식,충청남도 논산시 부적면 부적로 619,민물매운탕,,,,
